Status,Location,Machine,Product,Category,Transaction,TransDate,Type,RCoil,RPrice,RQty,MCoil,MPrice,MQty,LineTotal,TransTotal,Prcd Date,official_id
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,15209804380,2024-06-05,Cash,110,1.5,1,110,1.5,1,1.5,1.5,6/5/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,KitKat - Crisp Wafers,Food,15209805669,2024-06-05,Cash,135,2.0,1,135,2.0,1,2.0,2.0,6/5/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,15209806334,2024-06-05,Cash,110,1.5,1,110,1.5,1,1.5,1.5,6/5/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,15209831623,2024-06-05,Credit,144,2.75,2,144,2.75,2,5.5,5.5,6/5/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Original,Food,15212297552,2024-06-06,Credit,114,1.5,1,114,1.5,1,1.5,1.5,6/6/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15214506870,2024-06-06,Cash,122,1.5,1,122,1.5,1,1.5,1.5,6/6/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,15219492912,2024-06-07,Credit,125,1.25,1,125,1.25,1,1.25,1.25,6/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15219753000,2024-06-07,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,15219754380,2024-06-07,Cash,144,2.75,1,144,2.75,1,2.75,2.75,6/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,15227304004,2024-06-09,Cash,144,2.75,1,144,2.75,1,2.75,2.75,6/9/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,15228925768,2024-06-09,Credit,148,3.5,1,148,3.5,1,3.5,3.5,6/9/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Wonderful Pistachios - Variety,Food,15228994457,2024-06-09,Credit,133,2.0,1,133,2.0,1,2.0,2.0,6/9/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,15230435716,2024-06-09,Cash,110,1.5,1,110,1.5,1,1.5,1.5,6/9/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,15230436970,2024-06-09,Cash,110,1.5,1,110,1.5,1,1.5,1.5,6/9/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sweet & Salty Kettle,Food,15232276338,2024-06-10,Credit,112,1.5,1,112,1.5,1,1.5,1.5,6/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,15234725523,2024-06-10,Cash,145,2.5,1,145,2.5,1,2.5,2.5,6/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,15234726380,2024-06-10,Cash,110,1.5,1,110,1.5,1,1.5,1.5,6/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,15239392732,2024-06-11,Credit,135,2.0,1,135,2.0,1,2.0,2.0,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15240991862,2024-06-12,Cash,124,1.5,1,124,1.5,1,1.5,1.5,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15241003837,2024-06-12,Cash,124,1.5,1,124,1.5,1,1.5,1.5,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15241057650,2024-06-12,Credit,124,1.5,1,124,1.5,1,1.5,1.5,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15241115360,2024-06-12,Credit,124,1.5,1,124,1.5,1,1.5,1.5,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - XXX Acai BB Pomegranate,Water,15241147255,2024-06-12,Credit,147,2.75,1,147,2.75,1,2.75,2.75,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - XXX Acai BB Pomegranate,Water,15241563947,2024-06-12,Cash,147,2.75,1,147,2.75,1,2.75,2.75,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15241585184,2024-06-12,Credit,141,2.0,1,141,2.0,1,2.0,2.0,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15241691911,2024-06-12,Cash,124,1.5,1,124,1.5,1,1.5,1.5,6/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15254854140,2024-06-15,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/15/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,15255401804,2024-06-15,Credit,135,2.0,1,135,2.0,1,2.0,3.5,6/15/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,15255401804,2024-06-15,Credit,110,1.5,1,110,1.5,1,1.5,3.5,6/15/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15261797756,2024-06-16,Cash,141,2.0,1,141,2.0,1,2.0,2.0,6/16/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,15264539526,2024-06-17,Credit,125,1.25,1,125,1.25,1,1.25,1.25,6/17/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15264544130,2024-06-17,Credit,140,2.75,1,140,2.75,1,2.75,2.75,6/17/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,15266135700,2024-06-17,Cash,145,2.5,1,145,2.5,1,2.5,2.5,6/17/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15266137024,2024-06-17,Cash,124,1.5,1,124,1.5,1,1.5,1.5,6/17/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Nature's Garden Trail Mix - Cranberry Healthy,Food,15269253892,2024-06-18,Cash,139,1.5,1,139,1.5,1,1.5,1.5,6/18/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Nature's Garden Trail Mix - Cranberry Healthy,Food,15269258101,2024-06-18,Cash,139,1.5,1,139,1.5,1,1.5,1.5,6/18/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15270778132,2024-06-18,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/18/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15270779305,2024-06-18,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/18/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15270841589,2024-06-18,Cash,122,1.5,1,122,1.5,1,1.5,1.5,6/18/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sweet & Salty Kettle,Food,15270844673,2024-06-18,Cash,112,1.5,1,112,1.5,1,1.5,1.5,6/18/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15272412536,2024-06-19,Credit,140,2.75,1,140,2.75,1,2.75,2.75,6/19/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Sea Salt Original,Food,15272891979,2024-06-19,Credit,113,1.5,1,113,1.5,1,1.5,1.5,6/19/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15273393559,2024-06-19,Cash,124,1.5,1,124,1.5,1,1.5,1.5,6/19/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15276285147,2024-06-20,Credit,140,2.75,1,140,2.75,1,2.75,2.75,6/20/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Sea Salt Original,Food,15277883743,2024-06-20,Cash,113,1.5,1,113,1.5,1,1.5,1.5,6/20/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Popchips Potato - Sea Salt,Food,15277900738,2024-06-20,Cash,111,1.5,1,111,1.5,1,1.5,1.5,6/20/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15277904362,2024-06-20,Cash,122,1.5,1,122,1.5,1,1.5,1.5,6/20/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15280645798,2024-06-21,Cash,140,2.75,1,140,2.75,1,2.75,2.75,6/21/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15283225357,2024-06-21,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/21/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15284747684,2024-06-22,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/22/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15285253331,2024-06-22,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/22/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Popchips Potato - Sea Salt,Food,15285849990,2024-06-22,Cash,111,1.5,1,111,1.5,1,1.5,1.5,6/22/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,15291594465,2024-06-23,Cash,135,2.0,1,135,2.0,1,2.0,2.0,6/23/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,15292730177,2024-06-23,Credit,144,2.75,1,144,2.75,1,2.75,2.75,6/23/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,15297384577,2024-06-24,Credit,148,3.5,1,148,3.5,1,3.5,3.5,6/24/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,15298877398,2024-06-24,Cash,145,2.5,1,145,2.5,1,2.5,2.5,6/24/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15300418510,2024-06-25,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15301121537,2024-06-25,Credit,140,2.75,1,140,2.75,1,2.75,2.75,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,15301455506,2024-06-25,Cash,121,1.5,1,121,1.5,1,1.5,1.5,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15301500760,2024-06-25,Credit,141,2.0,1,141,2.0,1,2.0,2.0,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15301713989,2024-06-25,Cash,141,2.0,1,141,2.0,1,2.0,2.0,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15301715328,2024-06-25,Cash,140,2.75,1,140,2.75,1,2.75,2.75,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,15302345484,2024-06-25,Cash,148,3.5,1,148,3.5,1,3.5,3.5,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15302346809,2024-06-25,Cash,143,2.0,1,143,2.0,1,2.0,2.0,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,15302348260,2024-06-25,Cash,144,2.75,1,144,2.75,1,2.75,2.75,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Nature's Garden Trail Mix - Cranberry Healthy,Food,15302349653,2024-06-25,Cash,139,1.5,1,139,1.5,1,1.5,1.5,6/25/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,15304309949,2024-06-26,Cash,145,2.5,1,145,2.5,1,2.5,2.5,6/26/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15304449546,2024-06-26,Cash,141,2.0,1,141,2.0,1,2.0,2.0,6/26/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,15305038418,2024-06-26,Credit,144,2.75,1,144,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15306392453,2024-06-27,Cash,141,2.0,1,141,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15307874607,2024-06-27,Credit,141,2.0,1,141,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15308216173,2024-06-27,Credit,141,2.0,1,141,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,15308704814,2024-06-27,Credit,148,3.5,1,148,3.5,1,3.5,3.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,15308710326,2024-06-27,Credit,125,1.25,1,125,1.25,1,1.25,1.25,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Popchips Potato - Sea Salt,Food,15309459498,2024-06-27,Cash,111,1.5,1,111,1.5,1,1.5,1.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,15309466675,2024-06-27,Credit,135,2.0,1,135,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15314793215,2024-06-28,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15314793863,2024-06-28,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Popchips Potato - Barbeque,Food,15319052463,2024-06-29,Cash,114,1.5,1,114,1.5,1,1.5,1.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,15319057264,2024-06-29,Cash,121,1.5,1,121,1.5,1,1.5,1.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,15319167631,2024-06-29,Cash,145,2.5,1,145,2.5,1,2.5,2.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15320490861,2024-06-29,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15320491576,2024-06-29,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,15324643847,2024-06-30,Credit,145,2.5,1,145,2.5,1,2.5,2.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15324687780,2024-06-30,Credit,141,2.0,1,141,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15328493843,2024-07-01,Credit,141,2.0,1,141,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15329060544,2024-07-01,Credit,140,2.75,1,140,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,15329068915,2024-07-01,Credit,148,3.5,1,148,3.5,1,3.5,4.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,15329068915,2024-07-01,Credit,125,1.25,1,125,1.25,1,1.25,4.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15329164889,2024-07-01,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,15329461965,2024-07-01,Cash,135,2.0,1,135,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,15330279995,2024-07-01,Cash,148,3.5,1,148,3.5,1,3.5,3.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15330355408,2024-07-01,Credit,140,2.75,1,140,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15330686291,2024-07-01,Credit,140,2.75,1,140,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15330833276,2024-07-01,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,15333243570,2024-07-02,Credit,148,3.5,1,148,3.5,1,3.5,3.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15335548012,2024-07-03,Credit,140,2.75,1,140,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Starbucks Doubleshot Energy - Coffee,,15339494348,2024-07-04,Cash,146,3.5,1,146,3.5,1,3.5,3.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Starbucks Doubleshot Energy - Coffee,,15341598642,2024-07-05,Cash,146,3.5,1,146,3.5,1,3.5,3.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Starbucks Doubleshot Energy - Coffee,,15341608738,2024-07-05,Cash,146,3.5,1,146,3.5,1,3.5,3.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Starbucks Doubleshot Energy - Coffee,,15341633751,2024-07-05,Cash,146,3.5,1,146,3.5,1,3.5,3.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15342662293,2024-07-05,Cash,122,1.5,1,122,1.5,1,1.5,1.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15342924432,2024-07-05,Cash,140,2.75,1,140,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15346368715,2024-07-06,Credit,140,2.75,1,140,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,15347550659,2024-07-06,Cash,145,2.5,1,145,2.5,1,2.5,2.5,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,15348352050,2024-07-06,Cash,144,2.75,1,144,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15351551326,2024-07-07,Credit,140,2.75,1,140,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15352160706,2024-07-07,Credit,140,2.75,1,140,2.75,1,2.75,4.25,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,15352160706,2024-07-07,Credit,121,1.5,1,121,1.5,1,1.5,4.25,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Non Carbonated,15353344744,2024-07-07,Cash,144,2.75,1,144,2.75,1,2.75,2.75,7/7/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15361762051,2024-07-09,Credit,122,1.5,1,122,1.5,1,1.5,1.5,7/9/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Lemon,Non Carbonated,15362594099,2024-07-09,Credit,145,2.5,1,145,2.5,1,2.5,2.5,7/9/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale,,15364442700,2024-07-10,Credit,141,2.0,1,141,2.0,1,2.0,2.0,7/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15364454404,2024-07-10,Credit,140,1.5,1,140,1.5,1,1.5,1.5,7/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,15364528539,2024-07-10,Credit,143,2.0,1,143,2.0,1,2.0,2.0,7/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,15364629613,2024-07-10,Credit,143,2.0,1,143,2.0,1,2.0,2.0,7/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Lemon,Non Carbonated,15365124768,2024-07-10,Credit,145,2.5,1,145,2.5,1,2.5,2.5,7/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,15365128954,2024-07-10,Credit,143,2.0,1,143,2.0,1,2.0,2.0,7/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15365132475,2024-07-10,Credit,122,1.5,1,122,1.5,1,1.5,1.5,7/10/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,15368250936,2024-07-11,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/11/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sea Salt,Food,15368588983,2024-07-11,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/11/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Belvita Breakfast Biscuit Bites - Blueberry,Food,15368592061,2024-07-11,Cash,131,1.5,1,131,1.5,1,1.5,1.5,7/11/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15368600012,2024-07-11,Cash,122,1.5,1,122,1.5,1,1.5,1.5,7/11/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Popchips Potato - Barbeque,Food,15371648754,2024-07-12,Cash,114,1.5,1,114,1.5,1,1.5,1.5,7/12/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,15375665541,2024-07-12,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/12/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15378058681,2024-07-13,Cash,122,1.5,1,122,1.5,1,1.5,1.5,7/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - XXX Acai BB Pomegranate,Water,15380495697,2024-07-13,Cash,147,2.75,1,147,2.75,1,2.75,2.75,7/13/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,15384800363,2024-07-14,Cash,143,2.0,1,143,2.0,1,2.0,2.0,7/14/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - XXX Acai BB Pomegranate,Water,15385469019,2024-07-14,Cash,147,2.75,1,147,2.75,1,2.75,2.75,7/14/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,15385490804,2024-07-14,Cash,125,1.25,1,125,1.25,1,1.25,1.25,7/14/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15389351251,2024-07-15,Cash,140,1.5,1,140,1.5,1,1.5,1.5,7/15/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15389398725,2024-07-15,Cash,140,1.5,1,140,1.5,1,1.5,1.5,7/15/2022,VM_006
Processed,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Lemon,Non Carbonated,15390017700,2024-07-15,Credit,145,2.5,1,145,2.5,1,2.5,2.5,7/15/2022,VM_006
