record_id,product_id,product_name,category,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted,official_id
19502,PRO_TOM_193,Tomatoes,Produce,Southeast,SUPPLIER_01,2024-07-25,2024-08-03,9,9,8.2,0.2,3.74,2.28,82,0.6,3,0,7,19,0.25,0,36.4,4,5,0.238,0,C,9,1,0.21,2.95,82,0,0.0,241.9,0.0,54.94,22.7,7,0,VM_006
19506,PHA_VAC_375,Vaccines,Pharmaceuticals,Southeast,SUPPLIER_05,2024-08-08,2025-12-05,590,484,4.2,0.8,48.52,33.64,210,0.85,3,0,8,0,0.32,0,15.5,9,5,0.207,0,B,484,0,0.0,48.52,0,210,100.0,0.0,7064.4,-7064.4,0.0,10,0,VM_033
19508,REA_SAN_253,Sandwiches,Ready_to_Eat,West,SUPPLIER_08,2024-09-27,2024-10-01,5,4,6.1,2.1,6.67,3.18,67,0.9,4,0,9,21,0.12,0,5.1,8,9,0.158,0,A,1,1,0.33,4.47,34,33,49.3,151.98,104.94,-61.08,-40.2,9,1,VM_046
19509,BEV_SMO_572,Smoothies,Beverages,Northeast,SUPPLIER_07,2024-06-16,2024-07-02,16,16,4.1,0.9,7.7,3.49,61,0.4,6,1,6,7,0.34,0,15.3,10,8,0.108,0,A,13,0,0.0,7.7,61,0,0.0,469.7,0.0,256.81,54.7,9,0,VM_014
19510,BAK_CAK_312,Cakes,Bakery,Southwest,SUPPLIER_20,2024-12-17,2024-12-23,7,6,19.2,0.8,4.78,2.34,324,0.5,1,0,12,67,0.41,0,55.8,5,9,0.177,0,B,6,0,0.0,4.78,324,0,0.0,1548.72,0.0,790.56,51.0,9,0,VM_023
19513,PHA_BIO_252,Biologics,Pharmaceuticals,Northeast,SUPPLIER_10,2024-03-17,2024-09-07,180,174,3.7,1.3,196.75,134.43,219,0.85,6,1,3,1,0.21,0,52.3,10,7,0.173,0,A,171,0,0.0,196.75,211,8,3.7,41514.25,1075.44,12074.08,29.1,8,0,VM_009
19515,REA_SOU_455,Soups,Ready_to_Eat,Southeast,SUPPLIER_12,2024-02-14,2024-02-19,5,5,5.4,1.4,11.5,5.14,299,0.9,2,0,2,91,0.37,0,26.3,9,7,0.163,0,A,2,1,0.11,10.24,280,19,6.4,2867.2,97.66,1330.34,46.4,6,1,VM_006
19516,SEA_SHR_372,Shrimp,Seafood,Southeast,SUPPLIER_07,2024-03-22,2024-03-25,4,3,0.8,0.8,19.5,12.37,226,0.95,4,0,3,99,0.13,1,65.3,4,10,0.206,0,B,0,1,0.43,11.12,150,76,33.6,1668.0,940.12,-1127.62,-67.6,9,0,VM_005
19520,DEL_TUR_921,Turkey Slices,Deli,Southwest,SUPPLIER_13,2024-04-25,2024-04-28,3,3,4.1,0.1,8.14,3.87,429,0.75,3,0,4,233,0.37,0,25.4,9,5,0.179,0,B,1,1,0.13,7.08,277,152,35.4,1961.16,588.24,300.93,15.3,10,0,VM_038
19523,SEA_TIL_221,Tilapia,Seafood,Midwest,SUPPLIER_02,2024-05-07,2024-05-10,4,3,-0.6,0.6,20.7,13.98,414,0.95,1,0,5,147,0.36,0,9.9,6,7,0.204,1,B,1,1,0.3,14.49,171,243,58.7,2477.79,3397.14,-3309.93,-133.6,7,0,VM_032
19524,MEA_BEE_419,Beef,Meat,West,SUPPLIER_04,2024-06-05,2024-06-12,9,7,4.4,3.4,13.0,9.02,132,0.9,2,0,6,17,0.49,0,10.5,7,5,0.278,0,B,5,0,0.0,13.0,65,67,50.8,845.0,604.34,-345.64,-40.9,9,0,VM_020
19525,REA_SOU_708,Soups,Ready_to_Eat,Northeast,SUPPLIER_12,2024-09-10,2024-09-14,5,4,4.9,0.9,15.92,7.18,203,0.9,1,0,9,52,0.36,0,35.8,6,8,0.198,1,B,4,0,0.0,15.92,142,61,30.0,2260.64,437.98,803.1,35.5,6,0,VM_013
19526,PRO_APP_259,Apples,Produce,Southeast,SUPPLIER_17,2024-06-08,2024-06-21,15,13,11.9,3.9,1.72,1.15,205,0.6,5,1,6,35,0.4,2,6.7,4,6,0.253,0,C,13,1,0.21,1.36,205,0,0.0,278.8,0.0,43.05,15.4,9,0,VM_024
19527,FRO_ICE_953,Ice Cream,Frozen_Meals,Southwest,SUPPLIER_14,2024-01-04,2024-09-03,246,243,-17.5,2.5,8.56,4.12,468,0.3,3,0,1,2,0.39,0,21.1,7,5,0.21,0,B,241,0,0.0,8.56,468,0,0.0,4006.08,0.0,2077.92,51.9,6,0,VM_025
19530,FRO_FRO_118,Frozen Vegetables,Frozen_Meals,Southwest,SUPPLIER_17,2024-07-02,2025-04-01,293,273,-18.8,1.2,7.34,3.0,57,0.3,1,0,7,1,0.39,0,26.3,6,7,0.179,1,B,273,0,0.0,7.34,39,18,31.6,286.26,54.0,115.26,40.3,9,0,VM_038
19532,SEA_LOB_347,Lobster,Seafood,Northeast,SUPPLIER_05,2024-03-18,2024-03-24,7,6,-3.3,3.3,16.86,7.75,333,0.95,0,0,3,84,0.24,2,26.5,5,6,0.281,0,C,3,1,0.21,13.32,333,0,0.0,4435.56,0.0,1854.81,41.8,10,0,VM_009
19534,DAI_CHE_127,Cheese,Dairy,Northeast,SUPPLIER_05,2024-04-27,2024-05-21,30,24,3.4,0.6,4.48,3.04,227,0.7,5,1,4,12,0.42,0,66.0,10,7,0.185,0,A,22,0,0.0,4.48,227,0,0.0,1016.96,0.0,326.88,32.1,10,0,VM_036
19535,PRO_AVO_335,Avocados,Produce,Northeast,SUPPLIER_17,2024-07-30,2024-08-18,19,19,5.9,2.1,6.62,3.38,165,0.6,1,0,7,7,0.16,0,64.4,10,8,0.16,0,A,18,0,0.0,6.62,147,18,10.9,973.14,60.84,415.44,42.7,9,0,VM_037
19536,SEA_LOB_380,Lobster,Seafood,Northeast,SUPPLIER_18,2024-06-02,2024-06-07,7,5,-0.8,0.8,43.68,29.41,451,0.95,6,1,6,118,0.4,0,33.5,6,5,0.269,0,C,5,1,0.25,32.76,451,0,0.0,14774.76,0.0,1510.85,10.2,8,0,VM_036
19539,FRO_PIZ_572,Pizza,Frozen_Meals,Midwest,SUPPLIER_20,2024-09-08,2025-02-03,183,148,-20.4,0.4,15.53,10.84,370,0.3,6,1,9,4,0.48,0,46.9,9,10,0.104,0,A,147,0,0.0,15.53,370,0,0.0,5746.1,0.0,1735.3,30.2,9,1,VM_031
19541,SEA_SAL_945,Salmon,Seafood,West,SUPPLIER_04,2024-01-08,2024-01-11,3,3,-1.3,1.3,29.15,17.94,485,0.95,0,0,1,258,0.37,1,39.0,9,10,0.112,0,A,3,0,0.0,29.15,485,0,0.0,14137.75,0.0,5436.85,38.5,9,0,VM_050
19543,BAK_PAS_531,Pastries,Bakery,Midwest,SUPPLIER_20,2024-04-04,2024-04-05,2,1,21.7,1.7,2.28,1.01,54,0.5,3,0,4,43,0.29,1,58.0,5,9,0.215,0,B,0,1,0.44,1.28,54,0,0.0,69.12,0.0,14.58,21.1,9,0,VM_040
19544,DAI_SOU_988,Sour Cream,Dairy,Midwest,SUPPLIER_02,2024-02-18,2024-03-04,17,15,4.8,0.8,10.99,5.6,251,0.7,6,1,2,25,0.35,0,16.3,9,8,0.135,0,A,14,0,0.0,10.99,251,0,0.0,2758.49,0.0,1352.89,49.0,7,0,VM_027
19545,BEV_SMO_699,Smoothies,Beverages,Southeast,SUPPLIER_09,2024-10-05,2024-10-20,15,15,6.5,1.5,9.64,6.36,368,0.4,5,1,10,36,0.17,1,71.9,9,9,0.142,0,A,12,0,0.0,9.64,368,0,0.0,3547.52,0.0,1207.04,34.0,8,0,VM_024
19547,REA_SAL_262,Salads,Ready_to_Eat,Southeast,SUPPLIER_08,2024-06-14,2024-06-17,3,3,6.6,2.6,16.4,9.71,197,0.9,4,0,6,93,0.38,2,67.1,9,7,0.213,1,A,3,0,0.0,16.4,137,60,30.5,2246.8,582.6,333.93,14.9,9,0,VM_021
19551,PRO_APP_906,Apples,Produce,Southeast,SUPPLIER_20,2024-10-17,2024-10-30,19,13,9.6,1.6,1.05,0.48,358,0.6,3,0,10,18,0.24,0,54.4,4,7,0.255,0,C,13,1,0.19,0.85,245,113,31.6,208.25,54.24,36.41,17.5,9,0,VM_021
19556,PRO_LET_919,Lettuce,Produce,Southeast,SUPPLIER_11,2024-10-10,2024-10-18,9,8,4.9,3.1,1.6,1.05,494,0.6,3,0,10,79,0.22,1,43.8,7,8,0.198,0,B,5,0,0.0,1.6,400,94,19.0,640.0,98.7,121.3,19.0,6,0,VM_006
19557,BEV_COL_263,Cold Brew Coffee,Beverages,Midwest,SUPPLIER_06,2024-11-06,2024-11-15,9,9,1.9,3.1,3.79,2.09,343,0.4,2,0,11,52,0.23,2,67.6,7,10,0.152,0,A,7,0,0.0,3.79,343,0,0.0,1299.97,0.0,583.1,44.9,8,0,VM_032
19559,PHA_BIO_600,Biologics,Pharmaceuticals,Midwest,SUPPLIER_19,2024-02-29,2025-03-19,566,384,0.0,5.0,76.29,47.43,385,0.85,3,0,2,2,0.45,2,12.0,5,5,0.334,1,C,382,1,0.19,61.79,269,116,30.1,16621.51,5501.88,-1639.04,-9.9,10,0,VM_003
19560,REA_SAN_787,Sandwiches,Ready_to_Eat,Southwest,SUPPLIER_02,2024-06-18,2024-06-21,4,3,2.7,1.3,16.96,7.03,66,0.9,1,0,6,28,0.46,2,34.3,8,7,0.211,1,B,3,0,0.0,16.96,46,20,30.3,780.16,140.6,316.18,40.5,7,0,VM_045
19563,PRO_GRA_794,Grapes,Produce,Northeast,SUPPLIER_07,2024-11-08,2024-11-24,17,16,4.3,3.7,5.69,2.56,265,0.6,4,0,11,18,0.24,0,22.2,4,9,0.195,0,B,15,0,0.0,5.69,253,12,4.5,1439.57,30.72,761.17,52.9,9,1,VM_037
19564,SEA_SHR_282,Shrimp,Seafood,Midwest,SUPPLIER_07,2024-02-22,2024-02-26,5,4,0.8,0.8,37.8,17.34,450,0.95,3,0,2,164,0.42,0,30.6,6,7,0.215,0,B,4,0,0.0,37.8,450,0,0.0,17010.0,0.0,9207.0,54.1,9,0,VM_032
19565,MEA_BEE_497,Beef,Meat,West,SUPPLIER_18,2024-09-06,2024-09-10,4,4,-1.5,2.5,17.26,11.83,409,0.9,4,0,9,135,0.44,2,46.8,8,6,0.227,0,B,2,0,0.0,17.26,309,100,24.4,5333.34,1183.0,494.87,9.3,8,0,VM_046
19570,PHA_PRO_404,Probiotics,Pharmaceuticals,West,SUPPLIER_15,2024-01-21,2025-08-04,654,561,5.5,0.5,406.23,163.27,314,0.85,6,1,1,1,0.26,0,50.2,9,9,0.141,0,A,560,0,0.0,406.23,314,0,0.0,127556.22,0.0,76289.44,59.8,6,0,VM_020
19571,SEA_CRA_696,Crab,Seafood,West,SUPPLIER_03,2024-03-17,2024-03-21,4,4,0.1,0.1,37.79,16.44,369,0.95,6,1,3,200,0.36,0,39.6,9,8,0.129,1,A,1,1,0.33,25.32,258,111,30.1,6532.56,1824.84,466.2,7.1,9,0,VM_017
19572,BAK_CAK_945,Cakes,Bakery,Northeast,SUPPLIER_04,2024-03-11,2024-03-14,3,3,19.1,0.9,4.15,2.8,249,0.5,0,0,3,141,0.37,0,64.7,6,10,0.144,0,A,3,0,0.0,4.15,249,0,0.0,1033.35,0.0,336.15,32.5,9,1,VM_014
19573,REA_SOU_400,Soups,Ready_to_Eat,Southwest,SUPPLIER_18,2024-03-12,2024-03-15,4,3,4.7,0.7,16.15,8.96,108,0.9,1,0,3,59,0.14,0,4.6,7,6,0.21,0,B,1,1,0.43,9.21,98,10,9.3,902.58,89.6,-65.1,-7.2,8,1,VM_025
19574,DAI_BUT_794,Butter,Dairy,Northeast,SUPPLIER_10,2024-02-06,2024-02-28,27,22,4.9,0.9,5.99,3.01,206,0.7,1,0,2,8,0.18,0,52.5,9,5,0.229,0,B,21,0,0.0,5.99,125,81,39.3,748.75,243.81,128.69,17.2,8,0,VM_049
19575,BAK_BAG_980,Bagels,Bakery,Northeast,SUPPLIER_11,2024-02-25,2024-03-02,7,6,18.5,1.5,5.23,2.61,323,0.5,6,1,2,124,0.11,0,62.2,6,10,0.159,0,A,5,0,0.0,5.23,323,0,0.0,1689.29,0.0,846.26,50.1,6,0,VM_044
19576,REA_FRE_399,Fresh Pasta,Ready_to_Eat,Northeast,SUPPLIER_18,2024-05-30,2024-05-31,2,1,4.9,0.9,12.62,6.04,381,0.9,3,0,5,297,0.31,1,66.4,4,8,0.28,1,B,0,1,0.67,4.16,266,115,30.2,1106.56,694.6,-1194.68,-108.0,8,0,VM_039
19577,BEV_SMO_569,Smoothies,Beverages,Northeast,SUPPLIER_03,2024-03-09,2024-03-26,20,17,7.4,2.4,6.77,4.68,120,0.4,5,1,3,8,0.37,1,42.9,8,5,0.228,1,B,16,0,0.0,6.77,84,36,30.0,568.68,168.48,7.08,1.2,9,0,VM_002
19579,MEA_GRO_563,Ground Beef,Meat,West,SUPPLIER_07,2024-10-01,2024-10-05,6,4,2.9,1.9,18.87,8.02,297,0.9,1,0,10,68,0.48,1,30.8,4,6,0.291,0,C,1,1,0.54,8.68,106,191,64.3,920.08,1531.82,-1461.86,-158.9,9,1,VM_022
19580,BEV_KOM_182,Kombucha,Beverages,Midwest,SUPPLIER_05,2024-12-08,2024-12-18,14,10,5.3,0.3,8.5,5.12,369,0.4,6,1,12,24,0.12,0,48.8,9,9,0.133,0,A,9,0,0.0,8.5,231,138,37.4,1963.5,706.56,74.22,3.8,10,0,VM_041
19582,REA_FRE_779,Fresh Pasta,Ready_to_Eat,Midwest,SUPPLIER_19,2024-10-15,2024-10-18,3,3,2.4,1.6,9.58,6.07,498,0.9,1,0,10,227,0.42,0,12.8,8,5,0.208,0,B,0,1,0.65,3.35,498,0,0.0,1668.3,0.0,-1354.56,-81.2,10,0,VM_027
19585,SEA_LOB_918,Lobster,Seafood,Northeast,SUPPLIER_09,2024-12-04,2024-12-05,2,1,5.6,5.6,30.78,14.37,297,0.95,2,0,12,217,0.23,2,57.5,4,8,0.368,0,B,0,1,0.57,13.24,297,0,0.0,3932.28,0.0,-335.61,-8.5,8,1,VM_013
19588,PRO_BAN_859,Bananas,Produce,Southeast,SUPPLIER_18,2024-06-30,2024-07-18,21,18,6.5,1.5,2.22,1.17,222,0.6,6,1,6,20,0.29,1,31.4,9,8,0.153,0,A,17,0,0.0,2.22,222,0,0.0,492.84,0.0,233.1,47.3,8,0,VM_029
19589,DAI_CRE_390,Cream,Dairy,Midwest,SUPPLIER_07,2024-11-19,2024-12-11,28,22,8.6,4.6,5.5,2.58,181,0.7,1,0,11,12,0.29,3,44.5,8,5,0.288,0,B,20,0,0.0,5.5,181,0,0.0,995.5,0.0,528.52,53.1,9,0,VM_032
19592,DAI_SOU_128,Sour Cream,Dairy,Northeast,SUPPLIER_15,2024-05-07,2024-05-25,21,18,2.1,1.9,3.16,1.4,424,0.7,1,0,5,30,0.39,1,13.4,6,9,0.161,0,B,16,0,0.0,3.16,424,0,0.0,1339.84,0.0,746.24,55.7,6,1,VM_012
19594,MEA_TUR_343,Turkey,Meat,Southwest,SUPPLIER_10,2024-11-06,2024-11-10,5,4,2.0,1.0,23.77,16.57,186,0.9,2,0,11,52,0.44,0,44.9,6,5,0.266,0,C,1,1,0.37,14.98,79,107,57.5,1183.42,1772.99,-1898.6,-160.4,8,0,VM_048
19595,DEL_TUR_743,Turkey Slices,Deli,West,SUPPLIER_04,2024-08-15,2024-08-18,4,3,2.5,1.5,17.3,11.48,479,0.75,3,0,8,161,0.41,1,21.0,6,9,0.175,0,B,3,0,0.0,17.3,479,0,0.0,8286.7,0.0,2787.78,33.6,9,0,VM_018
19596,MEA_GRO_825,Ground Beef,Meat,Midwest,SUPPLIER_15,2024-01-20,2024-01-26,7,6,-1.0,2.0,17.86,7.74,249,0.9,5,1,1,73,0.12,1,49.9,7,10,0.17,1,A,3,0,0.0,17.86,174,75,30.1,3107.64,580.5,1180.38,38.0,6,0,VM_040
19598,PHA_EYE_164,Eye Drops,Pharmaceuticals,Southeast,SUPPLIER_08,2024-02-21,2025-12-27,698,675,5.1,0.1,188.81,108.47,308,0.85,2,0,2,1,0.29,0,39.7,4,6,0.223,1,C,672,1,0.19,152.94,215,93,30.2,32882.1,10087.71,-526.66,-1.6,9,1,VM_015
19602,REA_FRE_139,Fresh Pasta,Ready_to_Eat,West,SUPPLIER_16,2024-04-18,2024-04-19,2,1,2.9,1.1,13.16,8.56,82,0.9,3,0,4,59,0.36,0,62.5,7,6,0.291,0,B,0,1,0.62,5.0,82,0,0.0,410.0,0.0,-291.92,-71.2,10,1,VM_022
19605,BEV_FRE_713,Fresh Juice,Beverages,Midwest,SUPPLIER_06,2024-12-13,2024-12-30,19,17,4.7,0.3,7.3,4.22,264,0.4,4,0,12,16,0.27,0,69.2,9,9,0.137,1,A,16,0,0.0,7.3,184,80,30.3,1343.2,337.6,229.12,17.1,8,0,VM_031
19607,PHA_ANT_518,Antibiotics,Pharmaceuticals,Northeast,SUPPLIER_15,2024-06-24,2024-09-21,96,89,3.2,1.8,346.39,145.18,393,0.85,0,0,6,3,0.49,1,36.1,5,9,0.185,0,B,86,0,0.0,346.39,310,83,21.1,107380.9,12049.94,50325.16,46.9,6,0,VM_039
19608,BEV_MIL_770,Milk Alternatives,Beverages,Southwest,SUPPLIER_16,2024-10-14,2024-10-23,11,9,6.3,1.3,2.55,1.31,245,0.4,0,0,10,32,0.48,1,40.3,9,9,0.129,1,A,9,0,0.0,2.55,171,74,30.2,436.05,96.94,115.1,26.4,10,0,VM_023
19611,BEV_FRE_605,Fresh Juice,Beverages,Southeast,SUPPLIER_15,2024-11-12,2024-12-03,25,21,4.3,0.7,4.64,2.55,209,0.4,1,0,11,15,0.16,0,31.9,7,5,0.217,1,B,18,0,0.0,4.64,146,63,30.1,677.44,160.65,144.49,21.3,6,0,VM_006
19613,REA_SUS_914,Sushi,Ready_to_Eat,Southeast,SUPPLIER_04,2024-07-26,2024-07-29,3,3,4.2,0.2,8.65,4.95,193,0.9,4,0,7,98,0.26,0,34.7,8,5,0.198,0,B,2,0,0.0,8.65,141,52,26.9,1219.65,257.4,264.3,21.7,9,0,VM_016
19615,PRO_LET_199,Lettuce,Produce,West,SUPPLIER_12,2024-02-05,2024-02-16,15,11,9.8,1.8,4.97,3.29,110,0.6,0,0,2,6,0.25,1,65.0,6,6,0.261,0,B,9,0,0.0,4.97,56,54,49.1,278.32,177.66,-83.58,-30.0,6,1,VM_008
19616,PRO_LET_968,Lettuce,Produce,Southwest,SUPPLIER_14,2024-05-12,2024-05-24,17,12,10.6,2.6,5.77,3.48,301,0.6,6,1,5,34,0.37,2,26.5,6,6,0.246,0,B,11,0,0.0,5.77,276,25,8.3,1592.52,87.0,545.04,34.2,6,0,VM_011
19618,PHA_ANT_588,Antibiotics,Pharmaceuticals,West,SUPPLIER_06,2024-04-16,2025-03-11,420,329,2.9,2.1,163.06,70.04,362,0.85,1,0,4,0,0.24,2,23.1,7,7,0.219,0,B,329,0,0.0,163.06,0,362,100.0,0.0,25354.48,-25354.48,0.0,8,1,VM_022
19619,REA_SAL_749,Salads,Ready_to_Eat,Northeast,SUPPLIER_07,2024-01-24,2024-01-28,5,4,3.5,0.5,14.1,9.36,160,0.9,2,0,1,53,0.28,0,34.9,9,7,0.18,1,A,4,0,0.0,14.1,112,48,30.0,1579.2,449.28,81.6,5.2,9,0,VM_036
19620,FRO_FRO_806,Frozen Dinners,Frozen_Meals,Midwest,SUPPLIER_03,2024-03-19,2024-08-02,137,136,-22.0,2.0,4.28,2.91,427,0.3,1,0,3,0,0.12,0,56.1,9,6,0.191,0,B,134,0,0.0,4.28,0,427,100.0,0.0,1242.57,-1242.57,0.0,9,0,VM_032
19621,BEV_COL_875,Cold Brew Coffee,Beverages,Northeast,SUPPLIER_19,2024-05-25,2024-06-09,20,15,8.4,3.4,4.72,2.63,425,0.4,5,1,5,36,0.42,0,11.5,7,7,0.19,0,B,14,0,0.0,4.72,364,61,14.4,1718.08,160.43,600.33,34.9,10,0,VM_013
19625,REA_SAL_235,Salads,Ready_to_Eat,Midwest,SUPPLIER_08,2024-08-29,2024-08-30,1,1,4.5,0.5,5.41,2.49,491,0.9,3,0,8,644,0.27,0,19.3,6,9,0.132,0,B,0,1,0.41,3.19,491,0,0.0,1566.29,0.0,343.7,21.9,9,1,VM_032
19626,PRO_APP_850,Apples,Produce,West,SUPPLIER_03,2024-05-05,2024-05-21,21,16,8.7,0.7,7.76,5.11,332,0.6,6,1,5,49,0.17,0,56.7,6,6,0.239,0,B,15,0,0.0,7.76,332,0,0.0,2576.32,0.0,879.8,34.1,9,0,VM_017
19628,DEL_PRE_482,Prepared Salads,Deli,Northeast,SUPPLIER_13,2024-10-09,2024-10-11,3,2,3.9,0.1,14.15,5.69,304,0.75,2,0,10,138,0.12,1,30.9,10,9,0.13,0,A,2,0,0.0,14.15,304,0,0.0,4301.6,0.0,2571.84,59.8,10,0,VM_036
19629,MEA_GRO_880,Ground Beef,Meat,Midwest,SUPPLIER_02,2024-03-27,2024-04-03,7,7,-0.8,1.8,17.07,7.06,68,0.9,2,0,3,18,0.19,0,22.7,4,6,0.238,0,C,6,1,0.16,14.34,68,0,0.0,975.12,0.0,495.04,50.8,7,0,VM_041
19630,DEL_HAM_998,Ham,Deli,West,SUPPLIER_18,2024-01-03,2024-01-12,12,9,4.6,0.6,6.67,3.14,25,0.75,2,0,1,2,0.45,1,44.0,10,9,0.138,0,A,9,0,0.0,6.67,21,4,16.0,140.07,12.56,61.57,44.0,8,0,VM_022
19631,MEA_BEE_677,Beef,Meat,Southeast,SUPPLIER_11,2024-10-04,2024-10-06,3,2,0.9,0.1,9.3,4.27,50,0.9,4,0,10,23,0.35,0,57.9,7,10,0.167,0,A,0,1,0.57,4.0,50,0,0.0,200.0,0.0,-13.5,-6.8,6,0,VM_024
19632,MEA_GRO_357,Ground Beef,Meat,Northeast,SUPPLIER_17,2024-02-22,2024-02-26,5,4,4.9,3.9,18.23,8.21,110,0.9,3,0,2,42,0.47,2,69.4,9,8,0.245,0,A,4,0,0.0,18.23,110,0,0.0,2005.3,0.0,1102.2,55.0,9,0,VM_002
19635,DAI_CRE_290,Cream,Dairy,Southwest,SUPPLIER_01,2024-04-20,2024-04-28,12,8,3.5,0.5,8.89,5.23,349,0.7,5,1,4,55,0.12,0,14.4,7,7,0.192,0,B,8,0,0.0,8.89,349,0,0.0,3102.61,0.0,1277.34,41.2,7,0,VM_011
19636,REA_FRE_770,Fresh Pasta,Ready_to_Eat,Southeast,SUPPLIER_15,2024-04-25,2024-04-27,3,2,7.4,3.4,11.14,5.85,58,0.9,3,0,4,28,0.15,2,28.5,7,5,0.306,1,B,1,1,0.29,7.91,40,18,31.0,316.4,105.3,-22.9,-7.2,6,0,VM_034
19638,BAK_CAK_773,Cakes,Bakery,Southeast,SUPPLIER_19,2024-01-09,2024-01-14,7,5,20.7,0.7,13.3,8.05,309,0.5,1,0,1,69,0.42,0,60.4,7,10,0.15,0,A,5,0,0.0,13.3,309,0,0.0,4109.7,0.0,1622.25,39.5,10,0,VM_006
19640,SEA_CRA_743,Crab,Seafood,West,SUPPLIER_11,2024-03-12,2024-03-13,2,1,-0.8,0.8,31.65,13.31,26,0.95,1,0,3,22,0.33,0,28.3,7,10,0.186,0,A,0,1,0.58,13.29,26,0,0.0,345.54,0.0,-0.52,-0.2,6,1,VM_020
19642,BAK_CAK_317,Cakes,Bakery,West,SUPPLIER_19,2024-08-21,2024-08-28,7,7,16.1,3.9,8.92,5.69,108,0.5,2,0,8,27,0.31,3,60.5,4,6,0.271,0,C,5,1,0.22,6.96,108,0,0.0,751.68,0.0,137.16,18.2,10,1,VM_010
19645,FRO_FRO_833,Frozen Desserts,Frozen_Meals,West,SUPPLIER_06,2024-06-30,2024-09-15,85,77,-16.9,3.1,7.49,3.09,90,0.3,6,1,6,0,0.19,2,16.5,6,8,0.164,0,B,75,0,0.0,7.49,0,90,100.0,0.0,278.1,-278.1,0.0,8,1,VM_018
19647,REA_SAL_240,Salads,Ready_to_Eat,West,SUPPLIER_04,2024-09-14,2024-09-15,1,1,2.6,1.4,6.82,3.23,34,0.9,5,1,9,59,0.44,0,48.4,9,7,0.179,0,A,0,1,0.41,4.02,34,0,0.0,136.68,0.0,26.86,19.7,9,0,VM_020
19648,MEA_CHI_206,Chicken,Meat,Northeast,SUPPLIER_13,2024-10-09,2024-10-13,5,4,-1.9,2.9,22.79,11.81,187,0.9,2,0,10,44,0.36,4,37.5,8,7,0.235,0,B,1,1,0.39,13.9,84,103,55.1,1167.6,1216.43,-1040.87,-89.1,10,0,VM_001
19652,PHA_EYE_788,Eye Drops,Pharmaceuticals,West,SUPPLIER_15,2024-04-22,2024-10-06,189,167,5.8,0.8,149.65,98.32,42,0.85,0,0,4,3,0.26,0,43.3,4,8,0.209,1,B,167,0,0.0,149.65,29,13,31.0,4339.85,1278.16,210.41,4.8,6,1,VM_008
19653,PRO_GRA_214,Grapes,Produce,Northeast,SUPPLIER_03,2024-01-19,2024-01-24,6,5,9.0,1.0,3.06,1.25,477,0.6,4,0,1,107,0.36,0,17.1,10,10,0.089,0,A,4,0,0.0,3.06,426,51,10.7,1303.56,63.75,707.31,54.3,9,0,VM_047
19655,DEL_DIP_811,Dips,Deli,Northeast,SUPPLIER_09,2024-06-19,2024-06-28,12,9,4.8,0.8,10.94,5.94,280,0.75,2,0,6,41,0.13,1,56.5,9,7,0.199,0,A,8,0,0.0,10.94,280,0,0.0,3063.2,0.0,1400.0,45.7,8,1,VM_001
19657,DAI_CHE_145,Cheese,Dairy,Northeast,SUPPLIER_12,2024-10-29,2024-11-19,27,21,2.7,1.3,5.13,3.2,238,0.7,1,0,10,12,0.26,2,8.9,9,8,0.148,0,A,21,0,0.0,5.13,238,0,0.0,1220.94,0.0,459.34,37.6,6,0,VM_002
19658,BAK_CRO_703,Croissants,Bakery,Southeast,SUPPLIER_19,2024-10-21,2024-10-28,7,7,18.1,1.9,5.14,3.59,453,0.5,0,0,10,104,0.21,1,34.1,9,7,0.163,0,A,7,0,0.0,5.14,453,0,0.0,2328.42,0.0,702.15,30.2,10,0,VM_033
19662,BEV_MIL_814,Milk Alternatives,Beverages,West,SUPPLIER_02,2024-08-24,2024-09-02,11,9,6.5,1.5,7.25,3.98,254,0.4,5,1,8,63,0.29,1,55.4,8,10,0.131,0,A,9,0,0.0,7.25,254,0,0.0,1841.5,0.0,830.58,45.1,7,0,VM_050
19663,FRO_PIZ_282,Pizza,Frozen_Meals,West,SUPPLIER_02,2024-07-02,2024-11-22,154,143,-19.5,0.5,12.23,8.52,281,0.3,1,0,7,0,0.38,0,23.6,6,6,0.193,0,B,143,0,0.0,12.23,0,281,100.0,0.0,2394.12,-2394.12,0.0,7,0,VM_042
19666,REA_WRA_866,Wraps,Ready_to_Eat,West,SUPPLIER_10,2024-11-05,2024-11-10,5,5,3.8,0.2,12.01,7.28,231,0.9,1,0,11,71,0.45,0,71.2,4,9,0.183,0,B,5,0,0.0,12.01,231,0,0.0,2774.31,0.0,1092.63,39.4,8,1,VM_017
19667,DEL_DIP_766,Dips,Deli,Northeast,SUPPLIER_12,2024-07-18,2024-07-25,7,7,7.1,3.1,17.72,9.1,354,0.75,3,0,7,63,0.29,2,55.1,8,6,0.235,0,B,6,0,0.0,17.72,354,0,0.0,6272.88,0.0,3051.48,48.6,6,0,VM_001
