record_id,product_id,product_name,category,store_id,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted
942,PHA_EYE_275,Eye Drops,Pharmaceuticals,STORE_021,Southeast,SUPPLIER_13,2023-09-15,2023-12-13,127.0,89.0,6.7,1.7,343.78,237.8,365.0,0.85,4.0,0.0,9.0,3.0,0.14,3.0,57.6,9.0,6.0,0.247,0.0,B,88.0,0.0,0.0,343.78,276.0,89.0,24.4,94883.28,21164.2,8086.28,8.5,10.0,0.0
943,SEA_TUN_279,Tuna,Seafood,STORE_043,Midwest,SUPPLIER_16,2024-10-12,2024-10-18,7.0,6.0,1.3,1.3,10.5,4.26,476.0,0.95,5.0,1.0,10.0,104.0,0.35,1.0,65.5,5.0,9.0,0.211,0.0,B,4.0,0.0,0.0,10.5,476.0,0.0,0.0,4998.0,0.0,2970.24,59.4,10.0,0.0
944,REA_WRA_491,Wraps,Ready_to_Eat,STORE_015,Southeast,SUPPLIER_01,2024-06-07,2024-06-09,2.0,2.0,3.8,0.2,13.01,8.7,168.0,0.9,4.0,0.0,6.0,127.0,0.2,0.0,48.1,6.0,9.0,0.147,0.0,B,2.0,0.0,0.0,13.01,168.0,0.0,0.0,2185.68,0.0,724.08,33.1,7.0,0.0
945,PRO_AVO_538,Avocados,Produce,STORE_009,Northeast,SUPPLIER_12,2023-09-07,2023-09-12,5.0,5.0,11.7,3.7,4.49,2.07,202.0,0.6,3.0,0.0,9.0,54.0,0.12,0.0,21.5,9.0,10.0,0.119,0.0,A,5.0,0.0,0.0,4.49,202.0,0.0,0.0,906.98,0.0,488.84,53.9,6.0,0.0
946,PRO_AVO_138,Avocados,Produce,STORE_022,West,SUPPLIER_05,2023-09-01,2023-09-13,17.0,12.0,5.9,2.1,2.95,1.75,399.0,0.6,4.0,0.0,9.0,34.0,0.49,0.0,34.8,5.0,8.0,0.216,0.0,B,10.0,0.0,0.0,2.95,325.0,74.0,18.5,958.75,129.5,260.5,27.2,10.0,0.0
947,DAI_CRE_910,Cream,Dairy,STORE_049,Northeast,SUPPLIER_01,2024-02-29,2024-03-21,25.0,21.0,0.9,3.1,4.29,2.66,185.0,0.7,3.0,0.0,2.0,10.0,0.37,0.0,62.0,4.0,8.0,0.253,0.0,B,21.0,0.0,0.0,4.29,185.0,0.0,0.0,793.65,0.0,301.55,38.0,7.0,0.0
948,PRO_TOM_652,Tomatoes,Produce,STORE_039,Northeast,SUPPLIER_13,2023-02-25,2023-03-06,10.0,9.0,6.6,1.4,4.65,2.12,332.0,0.6,5.0,1.0,2.0,76.0,0.44,1.0,30.2,9.0,6.0,0.187,0.0,B,8.0,0.0,0.0,4.65,332.0,0.0,0.0,1543.8,0.0,839.96,54.4,10.0,0.0
949,DAI_MIL_990,Milk,Dairy,STORE_004,Southeast,SUPPLIER_05,2024-05-18,2024-05-25,7.0,7.0,3.9,0.1,11.38,4.98,98.0,0.7,5.0,1.0,5.0,28.0,0.32,0.0,33.5,9.0,8.0,0.125,0.0,A,5.0,0.0,0.0,11.38,98.0,0.0,0.0,1115.24,0.0,627.2,56.2,10.0,0.0
950,REA_SOU_951,Soups,Ready_to_Eat,STORE_028,Northeast,SUPPLIER_15,2023-07-29,2023-07-31,2.0,2.0,4.5,0.5,9.05,5.58,135.0,0.9,5.0,1.0,7.0,121.0,0.46,1.0,45.4,4.0,8.0,0.191,1.0,B,0.0,1.0,0.5,4.53,94.0,41.0,30.4,425.82,228.78,-327.48,-76.9,6.0,1.0
951,FRO_ICE_720,Ice Cream,Frozen_Meals,STORE_037,Northeast,SUPPLIER_15,2023-09-12,2024-03-09,215.0,179.0,-20.5,0.5,19.48,8.97,451.0,0.3,1.0,0.0,9.0,4.0,0.2,0.0,32.6,7.0,5.0,0.213,0.0,B,179.0,0.0,0.0,19.48,451.0,0.0,0.0,8785.48,0.0,4740.01,54.0,6.0,0.0
952,BEV_FRE_468,Fresh Juice,Beverages,STORE_031,Midwest,SUPPLIER_15,2024-02-12,2024-03-01,19.0,18.0,5.7,0.7,5.38,3.14,231.0,0.4,0.0,0.0,2.0,11.0,0.44,1.0,27.4,9.0,6.0,0.168,0.0,B,17.0,0.0,0.0,5.38,172.0,59.0,25.5,925.36,185.26,200.02,21.6,6.0,1.0
953,SEA_TIL_912,Tilapia,Seafood,STORE_028,Northeast,SUPPLIER_03,2024-05-08,2024-05-09,2.0,1.0,-2.5,2.5,36.08,24.41,314.0,0.95,2.0,0.0,5.0,263.0,0.21,0.0,13.0,5.0,10.0,0.228,1.0,B,1.0,0.0,0.0,36.08,219.0,95.0,30.3,7901.52,2318.95,236.78,3.0,9.0,0.0
954,PHA_VAC_666,Vaccines,Pharmaceuticals,STORE_030,Southwest,SUPPLIER_10,2023-06-29,2024-02-29,293.0,245.0,7.9,2.9,235.0,120.45,320.0,0.85,3.0,0.0,6.0,2.0,0.17,2.0,21.1,4.0,5.0,0.295,0.0,C,243.0,1.0,0.21,185.65,320.0,0.0,0.0,59408.0,0.0,20864.0,35.1,8.0,0.0
955,BEV_FRE_441,Fresh Juice,Beverages,STORE_013,Northeast,SUPPLIER_05,2023-05-20,2023-06-11,29.0,22.0,4.8,0.2,9.33,3.74,451.0,0.4,5.0,1.0,5.0,26.0,0.15,0.0,12.3,9.0,8.0,0.125,0.0,A,22.0,0.0,0.0,9.33,451.0,0.0,0.0,4207.83,0.0,2521.09,59.9,10.0,0.0
956,PHA_BIO_842,Biologics,Pharmaceuticals,STORE_027,Midwest,SUPPLIER_13,2024-01-19,2025-03-24,533.0,430.0,7.2,2.2,485.69,248.65,260.0,0.85,4.0,0.0,1.0,0.0,0.25,3.0,17.3,5.0,9.0,0.194,1.0,B,429.0,0.0,0.0,485.69,0.0,260.0,100.0,0.0,64649.0,-64649.0,0.0,10.0,0.0
957,BAK_BAG_702,Bagels,Bakery,STORE_008,West,SUPPLIER_13,2023-03-14,2023-03-19,5.0,5.0,20.7,0.7,14.12,6.34,400.0,0.5,1.0,0.0,3.0,128.0,0.12,0.0,18.1,8.0,9.0,0.11,0.0,A,2.0,1.0,0.24,10.73,274.0,126.0,31.5,2940.02,798.84,404.02,13.7,10.0,0.0
958,FRO_FRO_889,Frozen Vegetables,Frozen_Meals,STORE_032,Midwest,SUPPLIER_12,2023-12-23,2024-08-09,320.0,230.0,-19.1,0.9,15.14,9.01,484.0,0.3,5.0,1.0,12.0,1.0,0.45,0.0,57.7,5.0,9.0,0.178,0.0,B,227.0,0.0,0.0,15.14,172.0,312.0,64.5,2604.08,2811.12,-1756.76,-67.5,6.0,0.0
959,FRO_ICE_348,Ice Cream,Frozen_Meals,STORE_041,Midwest,SUPPLIER_01,2024-05-04,2024-07-09,77.0,66.0,-18.9,1.1,15.16,9.0,143.0,0.3,5.0,1.0,5.0,2.0,0.43,1.0,45.2,4.0,8.0,0.194,0.0,B,66.0,0.0,0.0,15.16,135.0,8.0,5.6,2046.6,72.0,759.6,37.1,7.0,0.0
960,REA_WRA_797,Wraps,Ready_to_Eat,STORE_039,Northeast,SUPPLIER_19,2023-05-31,2023-06-03,3.0,3.0,4.9,0.9,17.37,11.33,16.0,0.9,2.0,0.0,5.0,7.0,0.36,0.0,27.3,9.0,7.0,0.155,0.0,A,0.0,1.0,0.63,6.43,16.0,0.0,0.0,102.88,0.0,-78.4,-76.2,10.0,1.0
961,MEA_SAU_194,Sausages,Meat,STORE_046,West,SUPPLIER_19,2024-10-21,2024-10-27,9.0,6.0,2.3,1.3,24.48,10.38,475.0,0.9,0.0,0.0,10.0,59.0,0.16,2.0,32.1,4.0,6.0,0.281,0.0,C,3.0,1.0,0.38,15.18,307.0,168.0,35.4,4660.26,1743.84,-270.24,-5.8,10.0,0.0
962,PRO_APP_269,Apples,Produce,STORE_033,Southeast,SUPPLIER_18,2024-03-13,2024-03-22,11.0,9.0,10.7,2.7,5.61,2.89,167.0,0.6,2.0,0.0,3.0,22.0,0.48,1.0,14.4,4.0,10.0,0.169,0.0,B,9.0,0.0,0.0,5.61,167.0,0.0,0.0,936.87,0.0,454.24,48.5,8.0,0.0
963,FRO_PIZ_211,Pizza,Frozen_Meals,STORE_023,Southwest,SUPPLIER_05,2024-10-13,2025-06-24,353.0,254.0,-19.6,0.4,8.3,3.84,393.0,0.3,6.0,1.0,10.0,2.0,0.31,1.0,23.3,10.0,9.0,0.101,0.0,A,254.0,0.0,0.0,8.3,382.0,11.0,2.8,3170.6,42.24,1661.48,52.4,10.0,0.0
964,FRO_FRO_106,Frozen Vegetables,Frozen_Meals,STORE_007,Northeast,SUPPLIER_03,2023-06-22,2024-04-28,311.0,311.0,-18.6,1.4,16.38,8.61,223.0,0.3,3.0,0.0,6.0,1.0,0.46,1.0,69.2,4.0,9.0,0.186,0.0,B,308.0,0.0,0.0,16.38,223.0,0.0,0.0,3652.74,0.0,1732.71,47.4,9.0,0.0
965,BAK_BAG_541,Bagels,Bakery,STORE_012,Northeast,SUPPLIER_05,2023-06-24,2023-06-26,3.0,2.0,19.8,0.2,4.57,2.08,495.0,0.5,5.0,1.0,6.0,331.0,0.37,0.0,43.0,6.0,8.0,0.187,0.0,B,1.0,1.0,0.3,3.2,495.0,0.0,0.0,1584.0,0.0,554.4,35.0,10.0,1.0
966,MEA_LAM_680,Lamb,Meat,STORE_004,Southeast,SUPPLIER_06,2023-08-06,2023-08-11,5.0,5.0,3.9,2.9,21.18,9.69,471.0,0.9,6.0,1.0,8.0,163.0,0.34,0.0,41.3,10.0,7.0,0.191,0.0,A,5.0,0.0,0.0,21.18,471.0,0.0,0.0,9975.78,0.0,5411.79,54.2,8.0,0.0
967,FRO_FRO_741,Frozen Dinners,Frozen_Meals,STORE_006,Southeast,SUPPLIER_10,2024-10-01,2025-01-14,115.0,105.0,-21.4,1.4,5.37,2.35,42.0,0.3,1.0,0.0,10.0,0.0,0.44,2.0,23.4,8.0,8.0,0.139,0.0,A,105.0,0.0,0.0,5.37,0.0,42.0,100.0,0.0,98.7,-98.7,0.0,8.0,0.0
968,DEL_HAM_699,Ham,Deli,STORE_044,Northeast,SUPPLIER_04,2023-08-29,2023-09-05,10.0,7.0,7.6,3.6,4.13,1.98,499.0,0.75,1.0,0.0,8.0,75.0,0.35,2.0,49.9,10.0,10.0,0.172,0.0,A,4.0,1.0,0.23,3.18,493.0,6.0,1.2,1567.74,11.88,579.72,37.0,9.0,0.0
969,DAI_COT_696,Cottage Cheese,Dairy,STORE_034,Southeast,SUPPLIER_01,2023-02-12,2023-02-20,8.0,8.0,3.9,0.1,5.76,3.2,399.0,0.7,6.0,1.0,2.0,101.0,0.21,0.0,4.7,8.0,8.0,0.115,0.0,A,8.0,0.0,0.0,5.76,399.0,0.0,0.0,2298.24,0.0,1021.44,44.4,7.0,0.0
970,BAK_MUF_584,Muffins,Bakery,STORE_022,West,SUPPLIER_12,2023-12-12,2023-12-17,6.0,5.0,17.1,2.9,10.86,5.46,171.0,0.5,1.0,0.0,12.0,59.0,0.18,2.0,71.2,10.0,7.0,0.201,0.0,A,2.0,1.0,0.18,8.91,146.0,25.0,14.6,1300.86,136.5,367.2,28.2,6.0,0.0
971,PRO_BAN_781,Bananas,Produce,STORE_004,Southeast,SUPPLIER_12,2024-02-13,2024-02-24,15.0,11.0,8.3,0.3,7.11,4.56,11.0,0.6,1.0,0.0,2.0,0.0,0.19,0.0,50.8,10.0,8.0,0.153,0.0,A,9.0,0.0,0.0,7.11,0.0,11.0,100.0,0.0,50.16,-50.16,0.0,6.0,0.0
972,BEV_COL_842,Cold Brew Coffee,Beverages,STORE_008,West,SUPPLIER_17,2023-05-23,2023-05-28,7.0,5.0,3.6,1.4,4.24,2.59,427.0,0.4,1.0,0.0,5.0,84.0,0.42,0.0,38.4,9.0,7.0,0.175,0.0,A,5.0,0.0,0.0,4.24,427.0,0.0,0.0,1810.48,0.0,704.55,38.9,9.0,0.0
973,PRO_BAN_562,Bananas,Produce,STORE_027,Midwest,SUPPLIER_07,2024-09-25,2024-10-09,18.0,14.0,9.7,1.7,1.02,0.6,492.0,0.6,2.0,0.0,9.0,26.0,0.26,0.0,44.8,9.0,6.0,0.212,0.0,B,14.0,0.0,0.0,1.02,412.0,80.0,16.3,420.24,48.0,125.04,29.8,9.0,0.0
974,DEL_HAM_748,Ham,Deli,STORE_044,Northeast,SUPPLIER_15,2024-01-04,2024-01-06,3.0,2.0,2.7,1.3,7.27,3.96,388.0,0.75,3.0,0.0,1.0,239.0,0.43,1.0,5.5,9.0,6.0,0.201,0.0,B,0.0,1.0,0.44,4.07,388.0,0.0,0.0,1579.16,0.0,42.68,2.7,6.0,0.0
975,REA_SAN_456,Sandwiches,Ready_to_Eat,STORE_047,Northeast,SUPPLIER_13,2024-03-14,2024-03-18,4.0,4.0,3.1,0.9,8.82,4.04,83.0,0.9,3.0,0.0,3.0,33.0,0.46,1.0,42.7,8.0,8.0,0.156,0.0,A,4.0,0.0,0.0,8.82,83.0,0.0,0.0,732.06,0.0,396.74,54.2,10.0,0.0
976,PHA_EYE_903,Eye Drops,Pharmaceuticals,STORE_032,Midwest,SUPPLIER_03,2024-05-31,2024-07-28,62.0,58.0,1.2,3.8,161.15,97.0,290.0,0.85,4.0,0.0,5.0,6.0,0.14,1.0,68.4,6.0,8.0,0.25,0.0,B,55.0,0.0,0.0,161.15,290.0,0.0,0.0,46733.5,0.0,18603.5,39.8,9.0,0.0
977,BEV_SMO_556,Smoothies,Beverages,STORE_016,Southeast,SUPPLIER_07,2023-04-29,2023-05-18,22.0,19.0,4.1,0.9,3.36,2.3,368.0,0.4,5.0,1.0,4.0,22.0,0.48,0.0,16.0,6.0,10.0,0.116,0.0,A,18.0,0.0,0.0,3.36,368.0,0.0,0.0,1236.48,0.0,390.08,31.5,9.0,0.0
978,MEA_BEE_545,Beef,Meat,STORE_025,Southwest,SUPPLIER_09,2023-01-30,2023-02-03,5.0,4.0,-3.8,4.8,9.41,4.49,253.0,0.9,0.0,0.0,1.0,66.0,0.14,1.0,66.4,4.0,8.0,0.31,1.0,B,1.0,1.0,0.33,6.3,140.0,113.0,44.7,882.0,507.37,-253.97,-28.8,8.0,0.0
979,MEA_GRO_239,Ground Beef,Meat,STORE_045,Southwest,SUPPLIER_11,2024-07-01,2024-07-11,10.0,10.0,-2.2,3.2,22.44,15.25,402.0,0.9,0.0,0.0,7.0,51.0,0.16,2.0,41.4,10.0,7.0,0.196,1.0,A,10.0,0.0,0.0,22.44,281.0,121.0,30.1,6305.64,1845.25,175.14,2.8,6.0,0.0
980,REA_SAN_759,Sandwiches,Ready_to_Eat,STORE_042,West,SUPPLIER_18,2023-12-18,2023-12-21,4.0,3.0,5.5,1.5,17.56,9.33,129.0,0.9,0.0,0.0,12.0,50.0,0.46,1.0,51.3,5.0,7.0,0.256,0.0,B,2.0,0.0,0.0,17.56,125.0,4.0,3.1,2195.0,37.32,991.43,45.2,8.0,0.0
981,PRO_BAN_218,Bananas,Produce,STORE_006,Southeast,SUPPLIER_11,2023-10-25,2023-10-30,5.0,5.0,9.6,1.6,6.18,4.21,391.0,0.6,2.0,0.0,10.0,90.0,0.48,4.0,44.4,5.0,10.0,0.15,0.0,B,3.0,0.0,0.0,6.18,318.0,73.0,18.7,1965.24,307.33,319.13,16.2,6.0,0.0
982,MEA_TUR_476,Turkey,Meat,STORE_037,Northeast,SUPPLIER_01,2023-05-11,2023-05-18,8.0,7.0,1.9,0.9,11.22,6.47,107.0,0.9,3.0,0.0,5.0,25.0,0.25,0.0,51.1,9.0,10.0,0.129,1.0,A,7.0,0.0,0.0,11.22,74.0,33.0,30.8,830.28,213.51,137.99,16.6,7.0,0.0
983,FRO_FRO_427,Frozen Dinners,Frozen_Meals,STORE_043,Midwest,SUPPLIER_20,2024-01-09,2024-04-09,124.0,91.0,-21.9,1.9,13.45,5.81,14.0,0.3,1.0,0.0,1.0,0.0,0.47,1.0,36.2,7.0,9.0,0.149,0.0,A,88.0,0.0,0.0,13.45,0.0,14.0,100.0,0.0,81.34,-81.34,0.0,9.0,0.0
984,PHA_PRO_423,Probiotics,Pharmaceuticals,STORE_015,Southeast,SUPPLIER_16,2023-05-29,2024-01-10,333.0,226.0,4.9,0.1,344.79,153.17,155.0,0.85,0.0,0.0,5.0,1.0,0.41,0.0,24.2,5.0,9.0,0.179,0.0,B,226.0,0.0,0.0,344.79,155.0,0.0,0.0,53442.45,0.0,29701.1,55.6,10.0,1.0
985,SEA_LOB_781,Lobster,Seafood,STORE_020,West,SUPPLIER_17,2024-12-20,2024-12-21,2.0,1.0,-0.0,0.0,44.64,19.51,444.0,0.95,4.0,0.0,12.0,352.0,0.27,0.0,55.5,5.0,6.0,0.29,0.0,C,0.0,1.0,0.64,16.07,444.0,0.0,0.0,7135.08,0.0,-1527.36,-21.4,9.0,0.0
986,REA_WRA_746,Wraps,Ready_to_Eat,STORE_046,West,SUPPLIER_13,2023-08-09,2023-08-12,4.0,3.0,1.7,2.3,5.76,3.7,88.0,0.9,2.0,0.0,8.0,42.0,0.15,1.0,51.6,10.0,5.0,0.261,0.0,B,3.0,0.0,0.0,5.76,88.0,0.0,0.0,506.88,0.0,181.28,35.8,10.0,0.0
987,PRO_GRA_850,Grapes,Produce,STORE_032,Midwest,SUPPLIER_13,2023-08-19,2023-08-23,4.0,4.0,11.0,3.0,3.09,1.99,477.0,0.6,5.0,1.0,8.0,291.0,0.26,1.0,8.0,10.0,7.0,0.152,0.0,A,4.0,0.0,0.0,3.09,477.0,0.0,0.0,1473.93,0.0,524.7,35.6,10.0,0.0
988,SEA_SAL_661,Salmon,Seafood,STORE_044,Northeast,SUPPLIER_16,2024-02-06,2024-02-09,4.0,3.0,1.8,1.8,44.64,28.0,210.0,0.95,1.0,0.0,2.0,98.0,0.35,0.0,23.0,10.0,5.0,0.236,0.0,B,0.0,1.0,0.68,14.28,210.0,0.0,0.0,2998.8,0.0,-2881.2,-96.1,10.0,0.0
989,MEA_TUR_844,Turkey,Meat,STORE_013,Northeast,SUPPLIER_18,2023-10-17,2023-10-22,7.0,5.0,0.6,0.4,12.88,5.66,395.0,0.9,1.0,0.0,10.0,73.0,0.33,0.0,65.0,7.0,8.0,0.211,0.0,B,4.0,0.0,0.0,12.88,222.0,173.0,43.8,2859.36,979.18,623.66,21.8,8.0,0.0
990,REA_SAN_970,Sandwiches,Ready_to_Eat,STORE_042,West,SUPPLIER_06,2024-12-27,2024-12-29,3.0,2.0,4.1,0.1,12.5,6.66,257.0,0.9,4.0,0.0,12.0,133.0,0.27,0.0,5.3,7.0,8.0,0.17,0.0,B,1.0,1.0,0.17,10.38,196.0,61.0,23.7,2034.48,406.26,322.86,15.9,8.0,0.0
991,BAK_PAS_314,Pastries,Bakery,STORE_048,Southwest,SUPPLIER_01,2023-08-12,2023-08-19,7.0,7.0,20.4,0.4,6.71,4.41,62.0,0.5,5.0,1.0,8.0,7.0,0.37,0.0,37.7,6.0,6.0,0.2,0.0,B,7.0,0.0,0.0,6.71,57.0,5.0,8.1,382.47,22.05,109.05,28.5,7.0,0.0
992,SEA_COD_537,Cod,Seafood,STORE_007,Northeast,SUPPLIER_12,2024-11-26,2024-11-29,3.0,3.0,-4.1,4.1,44.04,19.99,36.0,0.95,1.0,0.0,11.0,17.0,0.25,0.0,53.4,7.0,7.0,0.255,0.0,B,0.0,1.0,0.54,20.26,26.0,10.0,27.8,526.76,199.9,-192.88,-36.6,6.0,0.0
993,MEA_TUR_765,Turkey,Meat,STORE_041,Midwest,SUPPLIER_13,2023-12-13,2023-12-21,9.0,8.0,0.5,0.5,9.9,4.31,213.0,0.9,2.0,0.0,12.0,39.0,0.46,0.0,70.0,7.0,10.0,0.153,0.0,A,5.0,0.0,0.0,9.9,140.0,73.0,34.3,1386.0,314.63,467.97,33.8,10.0,0.0
994,BEV_KOM_804,Kombucha,Beverages,STORE_050,West,SUPPLIER_03,2024-09-02,2024-09-11,12.0,9.0,3.6,1.4,8.22,5.42,342.0,0.4,0.0,0.0,9.0,26.0,0.2,0.0,21.4,7.0,6.0,0.201,0.0,B,8.0,0.0,0.0,8.22,207.0,135.0,39.5,1701.54,731.7,-152.1,-8.9,9.0,0.0
995,FRO_FRO_747,Frozen Vegetables,Frozen_Meals,STORE_001,Northeast,SUPPLIER_04,2024-10-30,2025-06-27,287.0,240.0,-22.0,2.0,5.87,2.56,338.0,0.3,2.0,0.0,10.0,1.0,0.34,2.0,52.8,10.0,7.0,0.166,0.0,A,239.0,0.0,0.0,5.87,175.0,163.0,48.2,1027.25,417.28,161.97,15.8,9.0,0.0
996,PHA_VAC_123,Vaccines,Pharmaceuticals,STORE_031,Midwest,SUPPLIER_09,2024-08-23,2025-12-06,616.0,470.0,4.4,0.6,351.46,150.55,313.0,0.85,4.0,0.0,8.0,0.0,0.37,0.0,28.5,10.0,5.0,0.21,0.0,B,469.0,0.0,0.0,351.46,0.0,313.0,100.0,0.0,47122.15,-47122.15,0.0,8.0,0.0
997,SEA_COD_595,Cod,Seafood,STORE_020,West,SUPPLIER_19,2024-10-22,2024-10-28,7.0,6.0,3.6,3.6,12.63,6.28,375.0,0.95,1.0,0.0,10.0,72.0,0.29,1.0,52.5,6.0,6.0,0.295,0.0,B,6.0,0.0,0.0,12.63,375.0,0.0,0.0,4736.25,0.0,2381.25,50.3,10.0,0.0
998,PHA_VAC_515,Vaccines,Pharmaceuticals,STORE_036,Northeast,SUPPLIER_18,2024-12-18,2025-01-25,50.0,38.0,6.3,1.3,394.99,220.81,42.0,0.85,2.0,0.0,12.0,0.0,0.12,1.0,69.4,4.0,6.0,0.291,1.0,C,36.0,1.0,0.25,296.24,0.0,42.0,100.0,0.0,9274.02,-9274.02,0.0,8.0,0.0
999,PHA_EYE_651,Eye Drops,Pharmaceuticals,STORE_049,Northeast,SUPPLIER_07,2024-12-31,2026-10-28,697.0,666.0,3.9,1.1,483.36,323.5,102.0,0.85,1.0,0.0,12.0,0.0,0.3,1.0,48.9,9.0,6.0,0.198,0.0,B,664.0,0.0,0.0,483.36,0.0,102.0,100.0,0.0,32997.0,-32997.0,0.0,9.0,0.0
1000,REA_FRE_284,Fresh Pasta,Ready_to_Eat,STORE_021,Southeast,SUPPLIER_04,2023-01-06,2023-01-10,5.0,4.0,5.1,1.1,5.51,3.15,344.0,0.9,4.0,0.0,1.0,103.0,0.17,0.0,43.8,5.0,8.0,0.217,0.0,B,3.0,0.0,0.0,5.51,344.0,0.0,0.0,1895.44,0.0,811.84,42.8,9.0,0.0
1001,SEA_SAL_675,Salmon,Seafood,STORE_008,West,SUPPLIER_17,2023-09-20,2023-09-22,2.0,2.0,2.8,2.8,19.05,13.14,97.0,0.95,2.0,0.0,9.0,67.0,0.22,4.0,63.8,6.0,10.0,0.188,1.0,A,0.0,1.0,0.64,6.86,67.0,30.0,30.9,459.62,394.2,-814.96,-177.3,9.0,1.0
1002,FRO_PIZ_354,Pizza,Frozen_Meals,STORE_019,Northeast,SUPPLIER_18,2023-11-04,2024-01-10,83.0,67.0,-18.2,1.8,11.12,6.37,365.0,0.3,5.0,1.0,11.0,5.0,0.32,1.0,64.9,10.0,9.0,0.135,0.0,A,64.0,0.0,0.0,11.12,309.0,56.0,15.3,3436.08,356.72,1111.03,32.3,8.0,0.0
1003,DEL_HUM_460,Hummus,Deli,STORE_045,Southwest,SUPPLIER_04,2024-09-12,2024-09-22,11.0,10.0,4.1,0.1,13.28,5.49,28.0,0.75,3.0,0.0,9.0,4.0,0.38,0.0,68.8,10.0,5.0,0.21,1.0,B,7.0,0.0,0.0,13.28,19.0,9.0,32.1,252.32,49.41,98.6,39.1,9.0,0.0
1004,PRO_TOM_406,Tomatoes,Produce,STORE_036,Northeast,SUPPLIER_07,2023-08-09,2023-08-14,7.0,5.0,6.7,1.3,5.14,2.48,383.0,0.6,2.0,0.0,8.0,79.0,0.21,2.0,65.5,10.0,5.0,0.237,0.0,B,5.0,0.0,0.0,5.14,292.0,91.0,23.8,1500.88,225.68,551.04,36.7,9.0,0.0
1005,REA_WRA_176,Wraps,Ready_to_Eat,STORE_025,Southwest,SUPPLIER_06,2024-07-17,2024-07-19,3.0,2.0,5.4,1.4,10.2,4.33,140.0,0.9,2.0,0.0,7.0,68.0,0.36,0.0,51.3,4.0,5.0,0.316,1.0,C,1.0,1.0,0.24,7.75,93.0,47.0,33.6,720.75,203.51,114.55,15.9,8.0,0.0
1006,FRO_ICE_648,Ice Cream,Frozen_Meals,STORE_041,Midwest,SUPPLIER_07,2023-07-28,2023-10-15,96.0,79.0,-19.2,0.8,15.43,8.78,341.0,0.3,4.0,0.0,7.0,6.0,0.32,0.0,13.5,6.0,8.0,0.152,1.0,B,79.0,0.0,0.0,15.43,238.0,103.0,30.2,3672.34,904.34,678.36,18.5,9.0,0.0
1007,PHA_EYE_267,Eye Drops,Pharmaceuticals,STORE_028,Northeast,SUPPLIER_13,2024-03-05,2024-08-19,187.0,167.0,6.8,1.8,27.57,16.02,49.0,0.85,1.0,0.0,3.0,1.0,0.23,1.0,27.5,6.0,6.0,0.233,0.0,B,167.0,0.0,0.0,27.57,49.0,0.0,0.0,1350.93,0.0,565.95,41.9,10.0,1.0
1008,BAK_BRE_644,Bread,Bakery,STORE_027,Midwest,SUPPLIER_03,2023-04-23,2023-04-28,7.0,5.0,21.3,1.3,6.28,2.68,475.0,0.5,6.0,1.0,4.0,128.0,0.24,0.0,43.9,5.0,5.0,0.265,0.0,C,2.0,1.0,0.38,3.89,444.0,31.0,6.5,1727.16,83.08,454.16,26.3,9.0,0.0
1009,DEL_SAL_249,Salami,Deli,STORE_007,Northeast,SUPPLIER_13,2023-08-20,2023-08-27,7.0,7.0,6.1,2.1,17.71,8.26,497.0,0.75,6.0,1.0,8.0,116.0,0.13,2.0,55.4,6.0,10.0,0.16,0.0,A,7.0,0.0,0.0,17.71,497.0,0.0,0.0,8801.87,0.0,4696.65,53.4,10.0,0.0
1010,MEA_SAU_226,Sausages,Meat,STORE_032,Midwest,SUPPLIER_04,2023-06-29,2023-07-04,7.0,5.0,-0.1,1.1,15.58,9.51,453.0,0.9,3.0,0.0,6.0,104.0,0.18,2.0,17.6,4.0,5.0,0.281,1.0,C,2.0,1.0,0.3,10.91,317.0,136.0,30.0,3458.47,1293.36,-849.56,-24.6,9.0,0.0
1011,BAK_CRO_377,Croissants,Bakery,STORE_011,Southwest,SUPPLIER_11,2024-09-14,2024-09-16,2.0,2.0,22.6,2.6,14.3,7.39,186.0,0.5,5.0,1.0,9.0,175.0,0.23,1.0,43.2,6.0,5.0,0.246,0.0,C,0.0,1.0,0.62,5.43,186.0,0.0,0.0,1009.98,0.0,-364.56,-36.1,6.0,0.0
1012,PHA_EYE_708,Eye Drops,Pharmaceuticals,STORE_009,Northeast,SUPPLIER_09,2024-02-17,2025-02-18,518.0,367.0,5.4,0.4,19.61,10.87,89.0,0.85,5.0,1.0,2.0,1.0,0.48,0.0,34.9,4.0,6.0,0.258,0.0,C,364.0,1.0,0.2,15.69,89.0,0.0,0.0,1396.41,0.0,428.98,30.7,8.0,0.0
1013,SEA_SHR_487,Shrimp,Seafood,STORE_004,Southeast,SUPPLIER_12,2024-08-04,2024-08-10,7.0,6.0,4.2,4.2,34.18,16.23,321.0,0.95,6.0,1.0,8.0,90.0,0.43,2.0,45.4,7.0,9.0,0.232,0.0,A,6.0,0.0,0.0,34.18,321.0,0.0,0.0,10971.78,0.0,5761.95,52.5,6.0,0.0
